custid,sex,is_employed,income,num_vehicles,age,state_of_res,gas_usage,rooms,marital_status_Divorced/Separated,marital_status_Married,marital_status_Never married,marital_status_Widowed,housing_type_Homeowner free and clear,housing_type_Homeowner with mortgage/loan,housing_type_Occupied with no rent,housing_type_Rented
000251615_01,0,1,0.12,0.33,0.12,0.1875,-0.6,0.0,0,0,1,0,0,0,0,1
000143062_01,1,0,-0.79,0.33,0.29,0.7083333333333333,-0.6,0.4,0,0,1,0,0,0,0,1
001277639_01,1,0,-0.77,0.33,0.49,0.08333333333333333,-0.6,0.8,1,0,0,0,0,0,0,1
001059920_01,1,1,0.93,0.67,0.03,0.6458333333333333,0.3,0.8,0,0,1,0,0,0,0,1
000090703_03,1,1,-0.03,0.67,0.41,0.08333333333333333,0.11,1.0,0,1,0,0,0,0,0,1
000934337_01,1,0,0.02,0.5,0.28,0.1875,-0.6,0.6,0,1,0,0,0,0,0,1
000630221_02,0,0,-0.79,0.33,0.74,0.4583333333333333,-0.6,0.2,1,0,0,0,0,0,0,1
001460450_01,1,1,0.4,0.33,0.28,0.1875,-0.6,0.0,0,1,0,0,0,1,0,0
000331421_01,0,1,2.49,0.67,0.4,0.10416666666666666,0.11,0.6,0,0,1,0,0,0,0,1
001334313_01,0,1,-0.53,0.0,0.1,0.35416666666666663,0.3,0.4,0,0,1,0,0,0,0,1
000253462_03,0,0,-0.79,0.17,0.63,0.1875,-0.6,0.0,0,1,0,0,0,1,0,0
001500726_01,0,1,-0.13,0.17,0.47,0.10416666666666666,-0.6,0.0,1,0,0,0,0,0,0,1
001511040_01,1,0,-0.79,0.33,0.4,0.47916666666666663,-0.6,1.0,1,0,0,0,0,0,0,1
001266413_03,1,0,-0.79,0.33,0.19,0.6458333333333333,1.82,0.6,0,0,1,0,0,1,0,0
000400444_02,1,0,-0.79,0.17,0.08,0.20833333333333331,-0.6,0.4,0,0,1,0,0,0,0,1
000148498_02,1,1,1.73,0.5,0.33,0.6458333333333333,1.25,1.0,0,0,1,0,0,0,0,1
001019475_01,1,0,-0.79,0.17,0.58,0.7291666666666666,0.11,0.6,0,0,0,1,0,0,1,0
000338158_02,1,1,-0.61,0.33,0.13,0.875,-0.6,0.4,0,1,0,0,0,0,0,1
000042797_01,1,1,-0.41,0.17,0.06,0.4583333333333333,-0.63,0.2,0,0,1,0,0,0,0,1
001449354_01,0,0,-0.79,0.17,0.23,0.875,-0.6,0.2,0,1,0,0,0,0,0,1
001082623_01,1,1,0.6,0.33,0.12,0.6666666666666666,-0.27,0.2,0,0,1,0,0,0,0,1
000731814_01,1,0,-0.79,0.33,0.17,0.875,-0.6,0.6,0,1,0,0,0,0,0,1
001274533_02,1,1,0.47,0.33,0.26,0.20833333333333331,0.11,1.0,0,1,0,0,1,0,0,0
000011493_01,0,1,-0.77,0.33,0.03,0.8958333333333333,-0.6,1.0,0,0,1,0,0,0,0,1
000583558_03,1,0,-0.79,0.5,0.1,0.041666666666666664,-0.27,0.2,0,0,1,0,0,1,0,0
000847623_02,1,1,-0.03,0.17,0.44,0.5208333333333333,-0.61,0.4,1,0,0,0,0,0,0,1
001086500_04,1,1,1.76,0.67,0.05,0.875,-0.6,0.2,0,0,1,0,0,0,0,1
000533075_01,1,1,-0.08,0.17,0.44,0.375,-0.6,1.0,0,0,1,0,0,1,0,0
000126812_02,1,1,0.75,0.5,0.09,0.020833333333333332,-0.63,0.0,0,0,1,0,0,0,0,1
000599598_01,1,1,0.13,0.33,0.31,0.1875,-0.6,0.4,0,1,0,0,1,0,0,0
000093169_04,1,1,1.03,0.5,0.28,0.6666666666666666,-0.46,0.6,0,1,0,0,0,1,0,0
000057955_02,1,1,-0.63,0.17,0.28,0.1875,0.87,0.2,0,1,0,0,0,0,0,1
000576384_01,1,1,3.75,0.0,0.19,0.6458333333333333,-0.61,0.0,0,0,1,0,0,0,0,1
000222961_02,0,0,-0.79,0.5,0.6,0.1875,-0.6,0.0,0,1,0,0,0,1,0,0
001121884_05,1,1,0.47,0.33,0.0,0.1875,-0.6,0.6,0,0,1,0,0,0,0,1
000672662_01,0,0,-0.77,1.0,0.33,0.1875,-0.6,0.2,0,1,0,0,1,0,0,0
000869431_01,1,1,0.32,0.33,0.45,0.875,0.49,0.0,0,1,0,0,0,0,0,1
000001715_01,1,1,0.47,0.17,0.14,0.3958333333333333,-0.6,0.8,0,0,1,0,1,0,0,0
000113691_04,1,1,-0.48,0.33,0.23,0.4375,0.87,1.0,1,0,0,0,1,0,0,0
000370683_03,0,0,-0.79,0.33,0.09,0.6458333333333333,-0.63,0.0,0,0,1,0,0,0,0,1
000257318_02,0,1,3.24,0.5,0.19,0.6666666666666666,-0.6,0.2,0,1,0,0,0,0,0,1
000158601_02,0,0,-0.79,0.33,0.4,0.9375,0.11,0.8,0,1,0,0,0,0,0,1
000961606_04,1,0,-0.79,0.17,0.12,0.6666666666666666,-0.27,1.0,0,0,1,0,0,1,0,0
001063357_01,0,1,3.24,0.33,0.38,0.9166666666666666,2.2,0.4,1,0,0,0,1,0,0,0
000613999_02,1,0,-0.79,0.17,0.0,0.35416666666666663,-0.6,0.0,0,0,1,0,0,1,0,0
000087463_03,0,0,-0.79,0.67,0.17,0.3958333333333333,-0.6,0.4,0,0,1,0,0,1,0,0
001080446_02,0,0,-0.79,0.17,0.19,0.8125,-0.6,0.6,0,1,0,0,0,0,0,1
