sex,is_employed,income,health_ins,num_vehicles,age,state_of_res,gas_usage,rooms,marital_status_Divorced/Separated,marital_status_Married,marital_status_Never married,marital_status_Widowed,housing_type_Homeowner free and clear,housing_type_Homeowner with mortgage/loan,housing_type_Occupied with no rent,housing_type_Rented
0,0,-0.41,1,0.17,0.62,0.9,1.11,0.8,0,0,1,0,0,1,0,0
0,1,-0.56,1,0.17,0.45,0.9,-0.6,0.6,0,0,1,0,1,0,0,0
0,0,-0.65,1,0.5,0.01,0.9,-0.6,0.2,0,0,1,0,0,0,0,1
0,0,-0.61,1,0.5,0.81,0.9,1.43,0.8,0,1,0,0,0,1,0,0
0,1,0.23,1,0.33,0.18,0.9,-0.6,0.4,0,1,0,0,0,1,0,0
0,1,-0.53,1,0.5,0.5,0.9,-0.6,0.0,0,1,0,0,0,1,0,0
1,1,-0.45,1,0.5,0.05,0.9,-0.6,1.0,0,0,1,0,1,0,0,0
1,1,0.0,1,0.33,0.38,0.9,1.91,0.0,0,1,0,0,0,1,0,0
0,1,0.07,1,0.17,0.04,0.9,-0.63,0.8,0,1,0,0,0,0,0,1
0,1,-0.14,1,0.33,0.67,0.9,-0.6,0.4,0,1,0,0,1,0,0,0
1,0,-0.69,1,0.0,0.36,0.9,-0.6,0.8,1,0,0,0,0,0,0,1
0,1,-0.08,1,0.33,0.05,0.9,-0.6,0.0,0,0,1,0,0,0,0,1
1,1,-0.38,1,0.17,0.42,0.9,-0.6,1.0,0,1,0,0,0,1,0,0
0,1,0.44,1,0.33,0.62,0.9,-0.6,0.6,0,1,0,0,0,1,0,0
0,1,1.86,1,0.5,0.45,0.9,1.75,0.4,1,0,0,0,0,1,0,0
0,1,-0.39,1,0.33,0.15,0.9,-0.6,0.8,0,1,0,0,0,0,0,1
0,1,-0.02,1,0.67,0.36,0.9,-0.17,0.8,1,0,0,0,0,1,0,0
0,0,-0.72,1,0.33,0.71,0.9,1.75,0.8,0,1,0,0,1,0,0,0
1,1,0.0,1,0.17,0.26,0.9,-0.6,0.8,0,1,0,0,0,0,0,1
1,1,0.45,1,0.17,0.1,0.9,1.27,0.0,0,0,1,0,0,1,0,0
0,1,-0.65,1,0.5,0.0,0.9,-0.6,1.0,0,0,1,0,1,0,0,0
1,1,4.64,1,0.5,0.41,0.9,-0.6,0.0,0,1,0,0,0,1,0,0
1,0,-0.43,1,0.17,0.76,0.9,-0.6,0.4,0,1,0,0,1,0,0,0
0,0,0.13,1,0.33,0.44,0.9,0.95,0.2,0,0,1,0,0,1,0,0
0,1,0.17,1,0.33,0.54,0.9,-0.6,0.8,0,1,0,0,1,0,0,0
0,1,0.43,1,0.33,0.56,0.9,-0.6,0.0,0,1,0,0,1,0,0,0
1,1,0.33,1,0.17,0.24,0.9,0.63,1.0,0,0,1,0,0,1,0,0
1,1,-0.02,1,0.5,0.12,0.9,0.95,0.0,0,1,0,0,0,1,0,0
1,1,0.1,1,0.0,0.01,0.9,0.15,0.4,0,0,1,0,0,0,0,1
0,0,-0.47,1,0.67,0.59,0.9,5.74,0.4,1,0,0,0,0,1,0,0
0,1,-0.15,1,0.33,0.08,0.9,-0.17,0.6,0,1,0,0,0,1,0,0
0,0,-0.1,1,0.5,0.65,0.9,-0.6,0.8,0,1,0,0,0,1,0,0
1,1,0.95,1,0.17,0.37,0.9,0.15,1.0,1,0,0,0,0,1,0,0
1,1,8.07,1,0.67,0.56,0.9,-0.6,0.4,0,1,0,0,1,0,0,0
0,0,-0.41,1,0.67,0.59,0.9,-0.6,0.2,0,0,0,1,1,0,0,0
0,1,0.01,1,0.33,0.08,0.9,-0.63,0.2,0,1,0,0,0,0,0,1
0,1,0.28,1,0.33,0.53,0.9,6.06,0.0,0,1,0,0,0,1,0,0
1,0,-0.56,1,0.0,0.5,0.9,-0.63,0.8,0,0,1,0,0,0,0,1
1,0,-0.1,0,0.5,0.12,0.9,1.75,0.6,0,0,1,0,0,1,0,0
1,1,-0.38,1,0.33,0.27,0.9,-0.6,0.8,0,1,0,0,0,1,0,0
1,1,-0.36,1,0.17,0.29,0.9,-0.63,0.2,0,0,1,0,0,0,0,1
0,1,-0.65,1,0.5,0.0,0.9,0.31,0.2,0,0,1,0,0,1,0,0
1,1,0.14,1,0.5,0.42,0.9,-0.6,0.6,0,1,0,0,0,1,0,0
1,1,-0.2,1,0.17,0.49,0.9,0.31,0.4,0,1,0,0,0,0,0,1
0,1,0.17,1,0.33,0.54,0.9,0.95,0.0,0,1,0,0,0,1,0,0
0,1,-0.55,1,0.33,0.29,0.9,-0.6,1.0,1,0,0,0,0,1,0,0
1,0,1.84,1,0.0,0.95,0.9,-0.63,0.2,0,0,0,1,0,0,0,1
1,0,-0.25,1,0.33,0.85,0.9,-0.49,1.0,0,0,0,1,0,1,0,0
0,1,-0.36,1,0.5,0.42,0.9,-0.6,0.2,0,1,0,0,0,1,0,0
0,1,-0.03,1,0.33,0.51,0.9,-0.6,0.0,0,1,0,0,0,1,0,0
0,0,-0.57,1,0.33,0.6,0.9,1.75,0.8,0,1,0,0,0,1,0,0
0,1,-0.27,1,0.17,0.44,0.9,-0.6,0.2,1,0,0,0,0,0,0,1
1,0,-0.53,1,0.17,0.33,0.9,-0.6,0.8,0,0,1,0,0,0,0,1
0,1,1.34,1,0.33,0.5,0.9,2.71,0.2,0,1,0,0,0,1,0,0
0,0,-0.1,1,0.5,0.69,0.9,-0.01,0.6,0,1,0,0,1,0,0,0
1,1,0.15,1,0.5,0.53,0.9,-0.17,0.0,0,1,0,0,0,1,0,0
0,0,-0.7,1,0.0,0.44,0.9,-0.6,1.0,0,1,0,0,0,0,0,1
1,0,-0.15,1,0.17,0.67,0.9,-0.49,0.2,0,1,0,0,1,0,0,0
1,0,-0.55,1,0.33,0.54,0.9,-0.58,0.8,0,0,1,0,1,0,0,0
1,0,-0.08,1,0.17,0.74,0.9,-0.6,0.6,0,0,1,0,0,1,0,0
1,0,0.21,1,0.33,0.68,0.9,0.63,0.8,0,1,0,0,0,1,0,0
0,0,3.33,1,0.33,0.85,0.9,-0.49,0.8,0,0,0,1,0,1,0,0
0,1,0.57,1,0.33,0.15,0.9,-0.6,0.8,0,1,0,0,0,1,0,0
1,1,-0.51,1,0.17,0.0,0.9,-0.6,0.4,0,0,1,0,0,0,0,1
0,1,-0.27,0,0.17,0.08,0.9,-0.6,0.6,0,0,1,0,0,0,0,1
0,0,-0.54,1,0.33,0.29,0.9,4.95,0.0,0,0,1,0,1,0,0,0
1,0,-0.55,1,0.17,0.46,0.9,-0.6,1.0,0,0,1,0,1,0,0,0
1,0,0.47,1,0.17,0.65,0.9,-0.33,0.2,0,1,0,0,1,0,0,0
0,1,-0.42,1,0.33,0.53,0.92,0.63,0.0,0,1,0,0,0,1,0,0
0,0,-0.47,1,0.0,0.51,0.92,-0.6,0.8,0,0,0,1,0,0,0,1
1,1,-0.55,1,0.83,0.03,0.92,0.15,0.6,0,0,1,0,0,1,0,0
0,1,1.2,1,0.17,0.19,0.92,0.63,0.6,1,0,0,0,0,1,0,0
1,0,-0.18,1,0.33,0.67,0.92,-0.6,0.8,0,1,0,0,0,1,0,0
0,0,-0.53,1,0.0,0.29,0.92,0.15,0.0,1,0,0,0,0,1,0,0
1,1,7.96,1,0.33,0.36,0.92,1.75,0.8,0,1,0,0,1,0,0,0
0,1,-0.23,1,0.17,0.5,0.92,-0.6,0.8,0,0,0,1,0,1,0,0
1,0,-0.24,1,0.17,0.33,0.92,-0.6,0.4,0,0,1,0,0,1,0,0
0,0,-0.71,1,0.17,0.09,0.92,-0.17,0.0,0,1,0,0,0,0,0,1
1,1,-0.24,1,0.67,0.15,0.92,-0.33,0.6,0,1,0,0,0,0,0,1
0,0,-0.56,1,0.5,0.54,0.92,0.31,0.8,0,1,0,0,0,1,0,0
1,0,-0.72,1,0.33,0.24,0.92,-0.49,0.2,0,0,1,0,0,1,0,0
0,0,-0.52,1,0.0,0.41,0.92,-0.6,0.6,0,0,1,0,0,0,0,1
1,1,1.91,1,0.33,0.4,0.92,0.63,0.4,1,0,0,0,0,1,0,0
0,0,-0.54,1,0.33,0.27,0.92,-0.6,1.0,0,1,0,0,0,1,0,0
1,0,-0.41,0,0.0,0.22,0.92,-0.6,0.0,0,0,1,0,0,0,0,1
0,0,-0.72,1,0.0,0.18,0.92,-0.6,1.0,0,0,1,0,0,0,0,1
1,1,1.43,1,0.33,0.14,0.92,-0.33,0.0,0,1,0,0,0,1,0,0
0,0,-0.59,1,0.33,0.73,0.92,0.95,0.4,1,0,0,0,1,0,0,0
1,1,-0.5,1,0.33,0.47,0.92,-0.6,0.8,0,0,1,0,1,0,0,0
1,1,-0.07,1,0.33,0.76,0.92,-0.33,0.6,0,1,0,0,0,1,0,0
1,1,-0.7,1,0.33,0.32,0.92,-0.6,0.6,1,0,0,0,0,0,0,1
0,0,-0.35,1,0.17,0.92,0.92,-0.6,0.6,0,0,0,1,1,0,0,0
0,1,4.0,1,0.5,0.5,0.92,1.43,0.4,0,1,0,0,0,1,0,0
1,1,-0.34,1,0.33,0.18,0.92,1.27,0.4,0,1,0,0,0,1,0,0
1,0,0.14,1,0.67,0.18,0.92,0.15,1.0,0,0,1,0,0,1,0,0
1,1,0.88,1,0.33,0.28,0.92,-0.17,1.0,0,1,0,0,0,0,0,1
1,1,0.84,1,0.33,0.29,0.92,-0.17,0.2,0,1,0,0,0,0,0,1
0,1,-0.43,1,0.33,0.14,0.92,-0.6,0.8,0,1,0,0,0,1,0,0
0,1,0.23,1,0.33,0.45,0.92,0.63,0.2,0,0,1,0,0,1,0,0
0,1,0.17,1,0.33,0.29,0.92,-0.6,0.4,0,1,0,0,0,1,0,0
1,1,0.23,1,0.17,0.51,0.92,1.43,0.0,0,0,1,0,0,1,0,0
1,1,0.77,1,0.33,0.1,0.92,-0.49,0.2,0,0,1,0,0,1,0,0
0,1,0.09,1,0.33,0.09,0.92,-0.6,0.0,0,0,1,0,0,0,0,1
1,1,3.29,1,0.33,0.41,0.92,0.95,0.4,0,1,0,0,0,1,0,0
0,1,0.26,0,0.17,0.18,0.92,-0.6,0.2,0,0,1,0,0,0,0,1
1,1,-0.55,0,0.33,0.24,0.92,0.15,0.2,0,1,0,0,1,0,0,0
1,0,-0.44,1,0.5,0.62,0.92,-0.6,0.2,1,0,0,0,0,1,0,0
1,1,1.34,1,0.17,0.17,0.92,-0.33,0.4,1,0,0,0,0,0,0,1
0,0,-0.44,1,0.17,0.31,0.92,-0.6,0.4,0,0,1,0,0,0,0,1
0,1,2.11,1,0.33,0.33,0.92,-0.33,0.8,0,1,0,0,0,1,0,0
1,1,0.31,1,0.5,0.26,0.92,0.79,0.6,0,0,1,0,1,0,0,0
1,1,-0.58,1,0.5,0.23,0.92,-0.6,0.4,0,0,1,0,0,1,0,0
0,1,-0.2,1,0.33,0.42,0.92,-0.33,0.6,0,1,0,0,1,0,0,0
0,0,-0.72,1,0.33,0.45,0.92,-0.6,1.0,0,1,0,0,0,1,0,0
1,1,-0.19,1,0.33,0.38,0.92,-0.6,0.6,0,1,0,0,0,1,0,0
0,0,0.27,1,0.33,0.76,0.92,0.15,0.0,1,0,0,0,1,0,0,0
1,0,-0.57,1,0.5,0.04,0.92,2.55,0.8,0,0,1,0,0,1,0,0
1,0,-0.03,1,0.33,0.77,0.92,-0.6,0.4,0,1,0,0,0,1,0,0
0,0,-0.6,1,0.33,0.68,0.92,-0.6,0.4,0,1,0,0,0,1,0,0
1,1,-0.46,1,0.33,0.12,0.92,-0.33,0.8,0,1,0,0,0,1,0,0
0,0,-0.6,1,0.5,0.56,0.92,-0.6,0.4,0,1,0,0,1,0,0,0
1,1,0.23,1,0.17,0.21,0.92,-0.62,1.0,0,1,0,0,0,0,0,1
0,0,-0.72,1,0.17,0.21,0.92,-0.62,0.8,0,1,0,0,0,0,0,1
0,1,-0.19,0,0.5,0.27,0.92,-0.6,1.0,0,1,0,0,0,1,0,0
0,0,-0.27,0,0.33,0.81,0.92,-0.49,0.6,1,0,0,0,0,1,0,0
1,0,0.71,1,0.17,0.72,0.92,-0.49,1.0,0,0,0,1,1,0,0,0
1,1,-0.46,0,0.67,0.49,0.92,-0.6,0.4,0,0,1,0,0,0,0,1
1,0,-0.54,1,0.33,0.5,0.92,-0.6,0.2,0,1,0,0,0,0,0,1
1,1,1.13,1,0.5,0.51,0.92,0.95,1.0,0,1,0,0,1,0,0,0
0,1,0.71,1,0.17,0.37,0.92,-0.17,1.0,1,0,0,0,0,1,0,0
0,0,-0.62,1,0.33,0.59,0.92,1.11,1.0,0,1,0,0,0,1,0,0
1,1,-0.17,1,0.83,0.26,0.92,-0.6,0.2,0,0,1,0,0,1,0,0
0,0,-0.72,1,0.33,0.45,0.92,-0.63,0.4,0,1,0,0,0,0,0,1
0,0,3.04,1,0.5,0.46,0.92,-0.33,0.4,0,1,0,0,0,1,0,0
0,0,-0.56,1,0.17,0.81,0.92,-0.6,0.0,0,0,0,1,1,0,0,0
0,0,-0.72,1,0.33,0.14,0.92,0.63,0.2,0,1,0,0,0,0,0,1
0,1,-0.35,1,0.17,0.12,0.92,-0.6,0.8,0,0,1,0,0,0,0,1
1,1,2.72,1,0.33,0.49,0.92,-0.6,0.8,0,0,1,0,1,0,0,0
0,0,-0.72,1,0.17,0.04,0.92,-0.6,1.0,0,1,0,0,0,0,0,1
0,0,0.35,1,0.17,0.65,0.92,-0.6,1.0,1,0,0,0,0,0,0,1
1,1,0.66,1,0.33,0.14,0.92,-0.6,0.2,0,1,0,0,0,0,0,1
1,1,0.1,1,0.5,0.4,0.92,-0.17,0.0,0,1,0,0,0,1,0,0
1,1,0.42,1,0.17,0.08,0.92,-0.6,0.4,0,0,1,0,0,0,0,1
0,1,-0.54,1,0.17,0.01,0.92,-0.6,0.8,0,0,1,0,0,0,0,1
1,1,1.17,1,0.5,0.19,0.92,1.43,0.6,0,1,0,0,0,0,1,0
0,1,-0.46,1,0.33,0.13,0.92,-0.6,0.0,0,0,1,0,0,0,0,1
0,1,-0.5,1,0.33,0.08,0.92,0.47,0.8,0,1,0,0,0,0,0,1
0,0,-0.72,1,0.33,0.17,0.92,0.31,0.2,0,1,0,0,0,1,0,0
0,1,-0.03,1,0.67,0.09,0.92,-0.6,1.0,0,1,0,0,0,1,0,0
1,0,-0.67,1,0.0,0.46,0.92,-0.6,0.8,1,0,0,0,0,0,1,0
0,1,-0.21,1,0.33,0.18,0.92,-0.6,0.8,0,1,0,0,0,1,0,0
0,0,-0.72,1,0.5,0.53,0.92,-0.6,0.2,0,1,0,0,0,1,0,0
1,1,1.49,1,0.33,0.49,0.92,-0.6,0.2,0,1,0,0,0,1,0,0
1,1,0.48,1,0.5,0.27,0.92,-0.33,0.0,0,1,0,0,0,0,0,1
1,1,-0.03,0,0.83,0.37,0.92,2.55,1.0,0,1,0,0,0,1,0,0
1,1,-0.31,1,0.33,0.01,0.92,-0.17,0.4,0,0,1,0,0,0,0,1
0,1,0.14,1,0.17,0.23,0.92,1.43,0.2,0,0,1,0,0,1,0,0
0,0,-0.6,1,0.5,0.72,0.92,1.91,0.2,0,1,0,0,1,0,0,0
1,1,2.03,1,0.33,0.24,0.92,0.15,0.2,0,1,0,0,0,1,0,0
1,1,2.65,1,0.5,0.28,0.92,-0.6,0.4,0,1,0,0,0,1,0,0
0,1,2.46,1,0.33,0.42,0.92,-0.49,0.8,0,1,0,0,0,1,0,0
1,0,0.37,1,0.5,0.74,0.92,-0.6,0.8,0,1,0,0,1,0,0,0
1,0,-0.26,1,0.33,0.78,0.92,-0.6,0.6,0,0,0,1,0,0,1,0
0,1,-0.2,0,0.17,0.4,0.92,-0.6,0.6,0,1,0,0,0,0,0,1
1,1,-0.1,0,0.17,0.27,0.92,-0.6,0.4,0,1,0,0,0,0,0,1
1,1,1.48,1,0.33,0.49,0.92,0.47,0.4,0,1,0,0,0,1,0,0
0,1,0.38,1,0.67,0.5,0.92,0.47,0.8,0,1,0,0,0,1,0,0
1,1,0.26,1,0.67,0.18,0.92,0.47,1.0,0,0,1,0,0,1,0,0
0,1,1.51,1,0.5,0.53,0.92,-0.58,1.0,0,1,0,0,0,0,1,0
0,1,-0.58,1,0.33,0.15,0.92,-0.01,0.8,0,1,0,0,0,0,0,1
0,0,0.59,1,0.67,0.69,0.92,-0.6,0.6,0,0,0,1,0,1,0,0
0,0,-0.5,1,0.17,0.12,0.92,0.15,0.2,0,0,1,0,0,0,0,1
1,1,1.68,1,0.5,0.58,0.92,-0.17,0.0,0,1,0,0,0,1,0,0
1,0,0.43,1,0.5,0.59,0.92,-0.6,0.4,0,1,0,0,0,1,0,0
0,0,-0.52,1,0.67,0.56,0.92,0.79,0.8,1,0,0,0,0,1,0,0
0,0,-0.69,1,0.5,0.72,0.92,0.47,0.0,0,1,0,0,0,1,0,0
1,1,-0.2,1,0.33,0.54,0.92,-0.6,0.2,0,1,0,0,1,0,0,0
1,1,0.89,1,0.17,0.37,0.92,-0.6,1.0,1,0,0,0,0,0,0,1
0,0,-0.29,1,0.17,0.73,0.92,-0.49,0.4,1,0,0,0,1,0,0,0
0,1,-0.2,1,0.67,0.01,0.92,0.15,0.2,0,0,1,0,1,0,0,0
1,1,0.4,1,0.33,0.29,0.92,-0.6,0.2,0,1,0,0,0,1,0,0
0,0,-0.6,1,0.17,0.26,0.92,-0.6,1.0,0,1,0,0,0,1,0,0
1,1,1.0,1,0.33,0.14,0.92,-0.6,0.0,1,0,0,0,0,0,0,1
1,1,0.31,1,0.17,0.37,0.92,-0.33,0.8,1,0,0,0,0,0,0,1
1,0,-0.72,1,0.33,0.37,0.92,-0.49,0.2,0,0,1,0,0,1,0,0
0,1,0.12,1,0.33,0.68,0.92,0.63,1.0,0,0,0,1,1,0,0,0
0,1,2.37,1,0.5,0.26,0.92,-0.33,0.2,0,1,0,0,0,1,0,0
1,1,-0.04,1,0.0,0.21,0.92,-0.6,0.4,0,0,1,0,0,0,0,1
0,0,-0.31,1,0.0,0.55,0.92,1.75,0.4,0,1,0,0,0,1,0,0
0,1,-0.2,1,0.5,0.47,0.92,0.15,0.0,0,1,0,0,0,1,0,0
0,1,-0.56,1,0.33,0.15,0.92,0.15,0.0,0,1,0,0,1,0,0,0
0,1,-0.39,1,0.5,0.0,0.92,1.11,0.4,0,0,1,0,0,0,0,1
1,1,3.86,1,0.33,0.42,0.92,1.59,0.6,0,1,0,0,1,0,0,0
1,1,-0.26,1,0.5,0.32,0.92,1.75,1.0,0,1,0,0,0,1,0,0
1,1,-0.48,1,0.17,0.12,0.92,2.07,0.0,0,0,1,0,0,0,1,0
0,1,1.06,1,0.17,0.71,0.92,-0.33,0.6,1,0,0,0,1,0,0,0
0,0,-0.57,1,0.0,0.36,0.92,-0.6,0.8,0,1,0,0,0,0,0,1
1,1,3.4,1,0.67,0.53,0.92,0.95,0.2,0,1,0,0,0,1,0,0
1,1,-0.12,0,0.17,0.12,0.92,-0.6,0.0,0,0,1,0,0,0,0,1
1,1,-0.2,1,0.67,0.5,0.92,-0.01,0.0,0,1,0,0,0,1,0,0
0,1,0.14,1,0.33,0.19,0.92,-0.6,0.2,0,0,1,0,1,0,0,0
1,1,4.84,1,0.67,0.6,0.92,-0.6,0.8,0,1,0,0,1,0,0,0
0,1,0.17,1,0.67,0.36,0.92,-0.6,0.8,0,1,0,0,0,1,0,0
0,1,-0.17,0,0.5,0.24,0.92,-0.63,0.8,0,1,0,0,0,0,0,1
0,1,-0.09,1,0.17,0.37,0.92,0.95,0.0,1,0,0,0,0,0,0,1
1,0,-0.72,0,0.33,0.17,0.92,-0.49,0.0,0,0,1,0,0,1,0,0
0,1,0.09,1,0.5,0.36,0.92,-0.17,0.4,0,1,0,0,0,1,0,0
0,0,-0.6,1,0.17,0.09,0.92,-0.6,0.0,0,0,1,0,0,0,0,1
1,1,-0.53,1,0.67,0.53,0.92,-0.6,0.0,0,1,0,0,0,1,0,0
1,1,0.19,1,0.5,0.4,0.92,0.95,0.6,1,0,0,0,0,1,0,0
0,0,-0.72,1,0.33,0.12,0.92,0.31,0.2,0,1,0,0,0,1,0,0
0,0,-0.59,1,0.5,0.04,0.92,-0.17,0.8,0,1,0,0,0,0,0,1
0,1,0.16,1,0.5,0.42,0.92,-0.6,0.2,0,1,0,0,0,1,0,0
0,1,-0.26,1,0.5,0.46,0.92,-0.6,0.2,1,0,0,0,0,0,0,1
0,1,-0.44,1,0.33,0.59,0.92,2.55,0.2,0,0,0,1,0,1,0,0
0,0,-0.72,1,0.33,0.0,0.92,-0.6,0.8,0,0,1,0,0,0,0,1
1,0,-0.29,1,0.33,0.68,0.92,-0.6,0.0,0,1,0,0,1,0,0,0
0,0,-0.72,1,0.33,0.22,0.92,0.15,0.6,0,1,0,0,0,1,0,0
0,0,-0.6,1,0.33,0.68,0.92,-0.6,0.8,0,1,0,0,0,1,0,0
0,0,0.06,1,0.33,0.6,0.92,-0.6,0.6,0,1,0,0,0,1,0,0
0,0,-0.54,1,0.5,0.81,0.92,-0.01,0.6,0,0,0,1,0,1,0,0
0,1,-0.64,1,0.33,0.01,0.92,-0.6,0.8,0,0,1,0,0,1,0,0
0,1,0.23,1,0.67,0.29,0.92,0.31,0.2,0,1,0,0,0,1,0,0
0,1,-0.03,1,0.33,0.42,0.92,0.31,0.0,0,1,0,0,0,0,0,1
0,1,2.2,1,0.5,0.21,0.92,0.63,1.0,0,1,0,0,0,1,0,0
0,1,1.17,1,0.33,0.27,0.92,-0.6,1.0,0,1,0,0,0,1,0,0
1,1,0.83,1,0.33,0.31,0.92,-0.01,0.8,1,0,0,0,0,0,0,1
1,1,1.6,1,0.33,0.29,0.92,0.95,0.0,0,1,0,0,0,1,0,0
0,1,-0.66,1,0.33,0.01,0.92,-0.49,1.0,0,0,1,0,0,1,0,0
0,1,-0.56,1,0.33,0.0,0.92,-0.6,0.6,0,0,1,0,0,0,0,1
1,0,-0.32,1,0.33,0.65,0.92,-0.6,0.0,0,1,0,0,0,1,0,0
0,1,0.04,1,0.67,0.18,0.92,-0.6,0.6,0,1,0,0,0,1,0,0
0,1,-0.64,1,0.5,0.36,0.92,1.75,0.6,0,1,0,0,0,1,0,0
1,0,0.4,0,0.33,0.23,0.92,1.75,0.4,0,1,0,0,0,0,0,1
0,0,0.29,1,0.0,0.15,0.92,-0.6,0.8,0,0,1,0,0,0,0,1
0,0,-0.51,1,0.5,0.21,0.92,-0.6,0.6,0,0,1,0,0,0,0,1
0,0,-0.56,1,0.33,0.41,0.92,-0.6,0.2,0,1,0,0,0,1,0,0
0,1,-0.38,1,0.5,0.03,0.92,-0.6,0.8,0,0,1,0,0,0,0,1
0,0,-0.58,1,0.0,0.58,0.92,-0.6,0.4,1,0,0,0,0,0,0,1
1,0,-0.72,1,0.17,0.29,0.92,1.75,0.8,0,1,0,0,0,0,0,1
1,0,-0.57,1,0.17,0.62,0.92,-0.6,0.2,1,0,0,0,0,0,0,1
1,1,-0.27,1,0.33,0.22,0.92,-0.01,0.0,0,1,0,0,0,1,0,0
1,0,-0.72,1,0.33,0.33,0.92,-0.49,0.2,0,0,1,0,0,1,0,0
0,1,0.14,1,0.5,0.45,0.92,-0.01,1.0,1,0,0,0,0,1,0,0
1,1,-0.55,1,0.33,0.5,0.92,-0.6,0.4,0,1,0,0,1,0,0,0
0,1,0.81,1,0.83,0.42,0.92,-0.01,1.0,0,0,1,0,0,1,0,0
1,1,-0.07,1,0.33,0.23,0.92,2.55,0.4,0,1,0,0,0,1,0,0
0,1,-0.2,1,0.33,0.58,0.92,-0.6,0.4,0,1,0,0,0,1,0,0
1,1,-0.1,1,0.17,0.53,0.92,-0.33,0.6,1,0,0,0,0,1,0,0
1,1,0.67,1,0.17,0.13,0.92,0.79,0.0,0,0,1,0,0,0,0,1
0,1,0.57,1,0.33,0.38,0.92,-0.6,0.0,0,1,0,0,0,0,0,1
0,0,-0.07,1,0.17,0.83,0.92,-0.6,0.6,0,0,0,1,0,1,0,0
1,1,-0.46,0,0.17,0.05,0.92,-0.6,0.0,0,0,1,0,0,0,1,0
0,1,0.05,1,0.17,0.06,0.92,0.31,0.4,0,0,1,0,0,0,0,1
0,1,1.2,1,0.33,0.56,0.92,-0.01,0.6,0,1,0,0,0,1,0,0
0,1,0.19,1,0.17,0.56,0.92,-0.6,0.4,1,0,0,0,0,1,0,0
0,1,0.24,1,0.67,0.67,0.92,-0.01,0.0,0,1,0,0,0,0,0,1
1,0,-0.65,1,0.33,0.01,0.92,-0.49,1.0,0,0,1,0,0,1,0,0
0,1,-0.33,0,0.5,0.0,0.92,-0.6,0.0,0,0,1,0,0,0,0,1
1,1,5.49,1,0.33,0.5,0.92,1.91,0.0,0,1,0,0,0,1,0,0
1,1,0.07,1,0.17,0.0,0.92,-0.6,1.0,0,0,1,0,0,0,0,1
0,1,-0.24,1,0.33,0.28,0.92,-0.6,0.6,0,0,1,0,0,0,0,1
0,1,0.14,1,0.33,0.31,0.92,-0.01,0.2,0,1,0,0,0,1,0,0
0,0,-0.31,1,0.17,0.74,0.92,-0.6,1.0,0,0,0,1,1,0,0,0
1,0,-0.02,1,1.0,0.71,0.92,-0.6,0.0,1,0,0,0,0,1,0,0
1,1,-0.5,1,0.33,0.33,0.92,0.15,0.0,0,1,0,0,0,0,0,1
1,0,-0.17,1,0.5,0.58,0.92,0.15,0.6,0,1,0,0,0,1,0,0
0,0,-0.55,1,0.33,0.92,0.92,0.15,1.0,0,0,0,1,0,1,0,0
1,0,-0.12,1,0.67,0.03,0.92,7.02,1.0,0,0,1,0,0,1,0,0
0,1,-0.54,1,0.33,0.17,0.92,0.31,0.2,0,1,0,0,0,0,0,1
0,0,1.0,1,0.17,0.83,0.92,0.95,1.0,0,0,0,1,1,0,0,0
0,1,0.74,1,0.5,0.29,0.92,-0.6,0.4,0,1,0,0,0,1,0,0
0,1,1.86,1,0.33,0.15,0.92,-0.6,0.6,0,0,1,0,0,1,0,0
1,0,-0.5,1,0.0,0.72,0.92,-0.6,1.0,0,1,0,0,0,1,0,0
0,1,1.51,1,0.33,0.14,0.92,-0.6,0.4,0,1,0,0,0,0,0,1
0,1,0.09,1,0.5,0.38,0.92,-0.33,0.8,1,0,0,0,1,0,0,0
1,0,-0.72,0,0.33,0.1,0.92,-0.49,0.6,0,0,1,0,0,1,0,0
1,1,1.34,1,0.17,0.37,0.92,-0.6,0.8,0,1,0,0,1,0,0,0
0,0,-0.68,1,0.33,0.19,0.92,-0.6,0.6,0,1,0,0,0,0,0,1
1,1,1.03,1,1.0,0.51,0.92,-0.01,0.4,0,1,0,0,0,1,0,0
1,1,-0.31,1,0.83,0.32,0.92,-0.6,0.8,1,0,0,0,0,1,0,0
0,0,-0.65,1,0.33,0.04,0.92,-0.49,0.4,0,0,1,0,0,0,0,1
0,1,-0.5,1,0.33,0.12,0.92,7.02,1.0,0,1,0,0,0,0,0,1
1,0,-0.45,1,0.33,0.55,0.92,-0.62,0.4,1,0,0,0,1,0,0,0
1,1,2.03,1,0.33,0.19,0.92,-0.62,0.4,0,1,0,0,0,1,0,0
1,1,0.31,1,0.33,0.67,0.92,-0.6,0.0,0,1,0,0,0,1,0,0
0,1,-0.03,1,0.5,0.37,0.92,-0.6,0.8,0,1,0,0,0,1,0,0
1,0,0.1,1,0.17,0.81,0.92,-0.62,1.0,0,0,0,1,1,0,0,0
1,1,2.11,1,1.0,0.56,0.92,-0.6,0.8,0,1,0,0,0,1,0,0
0,0,-0.72,1,0.33,0.06,0.92,-0.6,0.0,0,1,0,0,0,0,0,1
1,1,-0.03,1,0.17,0.27,0.92,-0.17,0.8,0,0,1,0,0,0,0,1
1,0,-0.56,1,0.17,0.24,0.92,-0.17,0.2,0,0,1,0,0,0,0,1
1,1,0.31,1,0.17,0.38,0.92,0.31,1.0,0,1,0,0,0,0,0,1
